id,Permalink,Title,Dataset Title (French),Available Cycles_year,Data Types,dataset_years_0_year_or_min_year,dataset_years_0_max_year,Summary,Summary French,Dataset ID,URL Ref,URL Ref French,Subjects,Acronym,Acronym French,Content,Date
19632,https://crdcn.ca/data/longitudinal-immigration-database-discharge-abstract-database/,Longitudinal Immigration Database - Discharge Abstract Database,Base de données longitudinales sur l'immigration couplé à la Base de données sur les congés des patients,1980-2020,Longitudinal>Administrative,1980,2020,"Statistics Canada, in partnership with Immigration, Refugees and Citizenship Canada (IRCC) and the Canadian Institute for Health Information (CIHI), is pleased to announce the release of a new integrated dataset. As part of its record data linkage activities, Statistics Canada has linked the Longitudinal Immigration Database (IMDB) with patient records in the Discharge Abstract Database (DAD). IRCC and CIHI are collaborating with Statistics Canada to make the integrated data available in the Research Data Centres and to support researchers using the file. The integration of administrative immigrant data from IRCC with provincial administrative data held by CIHI creates a valuable dataset that can provide answers to important research questions that cannot be found in single administrative datasets alone. Statistics Canada has a long history of creating and using record linkages to integrate datasets. Record linkage is an important and cost-effective statistical technique used to develop integrated data products that can be used to address important data gaps, such as to broaden our understanding of hospital service usage patterns among immigrants.","Statistique Canada, en partenariat avec Immigration, Réfugiés et Citoyenneté Canada (IRCC) et l’Institut canadien d’information sur la santé (ICIS), est heureux d’annoncer la diffusion d’un nouvel ensemble de données intégré.

Dans le cadre de ses activités de couplage d’enregistrements, Statistique Canada a couplé la Base de données longitudinales sur l’immigration (BDIM) aux dossiers de la Base de données sur les congés des patients. 
 
IRCC et l’ICIS collaborent avec Statistique Canada pour rendre les données intégrées accessibles dans les centres de données de recherche et aider les chercheurs qui utilisent le fichier.
 
L’intégration des données administratives que possède IRCC aux données administratives provinciales que possède l’ICIS crée un ensemble de données fort utile qui peut fournir des réponses à d’importantes questions de recherche auxquelles les ensembles de données administratives, à eux seuls, ne peuvent répondre. 
 
Statistique Canada a une longue histoire en matière de création et d’utilisation de couplages d’enregistrements dans le but d’intégrer des ensembles de données. Le couplage d’enregistrements est une technique statistique importante et rentable utilisée pour élaborer des données intégrées qui peuvent être utilisées pour combler d’importantes lacunes en matière de données, notamment pour élargir notre compréhension des tendances relatives à l’utilisation des services de soins hospitaliers par les immigrants.
 
À propos des données :
 
Une cohorte d’immigrants de la Base de données longitudinales sur l’immigration (BDIM) (années d’admission de 1980 à 2013) a été couplée à la Base de données sur les congés des patients (2000-2001 à 2013-2014).",4568,,""" A cohort of immigrants from the Longitudinal Immigration Database (IMDB) (landing years 1980 through 2013) was linked to the Discharge Abstract Database (DAD) (2000/2001 to 2013/2014). """,Health>Health care services|Immigration and ethnocultural diversity>Immigrants and non-permanent residents,IMDB-DAD,BDIM-BDCP,"Statistics Canada, in partnership with Immigration, Refugees and Citizenship Canada (IRCC) and the Canadian Institute for Health Information (CIHI), is pleased to announce the release of a new integrated dataset. As part of its record data linkage activities, Statistics Canada has linked the Longitudinal Immigration Database (IMDB) with patient records in the Discharge Abstract Database (DAD). IRCC and CIHI are collaborating with Statistics Canada to make the integrated data available in the Research Data Centres and to support researchers using the file. The integration of administrative immigrant data from IRCC with provincial administrative data held by CIHI creates a valuable dataset that can provide answers to important research questions that cannot be found in single administrative datasets alone. Statistics Canada has a long history of creating and using record linkages to integrate datasets. Record linkage is an important and cost-effective statistical technique used to develop integrated data products that can be used to address important data gaps, such as to broaden our understanding of hospital service usage patterns among immigrants.",9/16/2021 20:06
19633,https://crdcn.ca/data/registered-apprenticeship-information-system/,Registered Apprenticeship Information System,Système d'information sur les apprentis inscrits,1998-2020,Longitudinal>Administrative,1998,2020,"The survey compiles data on the number of registered apprentices taking in- class and/or on-the-job training in trades that are either Red Seal or non-Red Seal and where apprenticeship training is either compulsory or voluntary. It also compiles data on the number of provincial and interprovincial certificates granted to apprentices or trade qualifiers (challengers).

<br><br>Please note that additional documentation is available for this survey. Please contact <u><a href=""/about/research-data-centres/"">your RDC analyst</a></u> to request this documentation.","L'enquête permet de recueillir des données sur le nombre d'apprentis inscrits suivant une formation en classe et/ou en milieu de travail, dans un métier à qualification obligatoire ou volontaire et portant ou non la mention Sceau rouge. L'enquête recueille également des données sur le nombre de certificats provinciaux et interprovinciaux décernés aux apprentis ou aux ouvriers qualifiés (« challengers »).

<br><br>Notez que la documentation supplémentaire est disponible pour cette enquête. Veuillez contacter <u><a href=""/about/research-data-centres/"">votre analyste du CDR</a></u> pour demander cette documentation.",4569,http://www23.statcan.gc.ca/imdb/p2SV.pl?Function=getInstanceList&Id=1187298,"""http://www23.statcan.gc.ca/imdb/p2SV_f.pl?Function=getInstanceList&Id=1187298""","Children and youth>Education|Education, training and learning",RAIS,SIAI,The survey compiles data on the number of registered apprentices taking in- class and/or on-the-job training in trades that are either Red Seal or non-Red Seal and where apprenticeship training is either compulsory or voluntary. It also compiles data on the number of provincial and interprovincial certificates granted to apprentices or trade qualifiers (challengers).,9/16/2021 20:06
19634,https://crdcn.ca/data/canada-student-loan-program/,Canada Student Loan Program,Programme canadien de prêts aux étudiants,"20,032,004,200,520,000,000,000,000,000,000,000,000,000,000,000,000,000,000",Longitudinal>Administrative,2003,2016,"This dataset provides recipient-level longitudinal information by loan year (August 1 to July 31) for the period of 2003-2004 to 2015-2016. It provides three files which track recipients through all phases of the loan or grant lifecycle: The Needs file provides data on the loan and grant application process of each person during a loan year. The Disbursements file covers loan and grant disbursements for each person and loan The Repayment file provides data on the repayment and repayment assistance status of each person. The CSLP data can be linked to the Post-secondary Information System (PSIS) records, up to 2009. Access is granted separately to CSLP and PSIS as specified by the MRC. Researchers must request access to each separate data product. The CSLP is part of Statistics Canada’s","Les microdonnées sur les bénéficiaires du Programme canadien de prêts aux étudiants (PCPE) sont maintenant accessibles dans les centres de données de recherche partout au pays.
 
Le PCPE fait partie de Plateforme longitudinale entre l’éducation et le marché du travail (PLEMT) de Statistique Canada.
 
Statistique Canada et Emploi et Développement social Canada (EDSC) sont heureux de vous annoncer que les microdonnées tirées des dossiers administratifs du PCPE sur les bénéficiaires de l’aide financière aux étudiants sont maintenant accessibles.
 
Le PCPE offre une aide financière (des bourses et des prêts), remboursable et non remboursable, aux étudiants admissibles afin de leur permettre d’avoir accès à l’éducation postsecondaire et d’en assumer les frais. Le Programme offre également une aide au remboursement aux emprunteurs qui ont de la difficulté à rembourser leurs prêts étudiants. Toutes les provinces et tous les territoires participent au PCPE, à l’exception du Québec, des Territoires du Nord-Ouest et du Nunavut, qui reçoivent des montants compensatoires du gouvernement du Canada afin de gérer leurs propres programmes d’aide financière aux étudiants. En plus de l’aide financière offerte par le gouvernement fédéral au moyen du PCPE, les provinces et les territoires proposent leurs propres programmes d’aide financière aux étudiants. Les données du PCPE accessibles dans les centres de données de recherche tiennent uniquement compte de l’aide financière offerte aux étudiants par le gouvernement fédéral.
   
Les données du PCPE fournissent des renseignements longitudinaux sur les bénéficiaires par année de prêt (du 1er août au 31 juillet) pour la période allant de 2003-2004 à 2015-2016. Le PCPE fournit trois fichiers aux centres de données de recherches qui permettent de suivre les bénéficiaires de l’aide financière aux étudiants tout au long du cycle de vie du prêt ou de la bourse.
 
Le fichier des besoins fournit des données sur le processus de demande de prêt et de bourse de chaque personne au cours d’une année de prêt.
Le fichier des versements porte sur les versements de prêts et de bourses pour chaque personne et chaque année de prêt. 
Le fichier des remboursements fournit des données sur l’état du remboursement et de l’aide au remboursement de chaque personne.
 
Les données du PCPE peuvent être couplées aux dossiers du Système d’information sur les étudiants postsecondaires (SIEP). Seuls les dossiers pour les étudiants dans le SIEP depuis 2009 peuvent être couplés au PCPE. Un accès distinct doit être accordé au PCPE et au SIEP, comme cela est précisé dans le CRM. Les chercheurs doivent demander un accès distinct à chaque produit de données. Plateforme longitudinale entre l’éducation et le marché du travail (PLEMT) de Statistique Canada.",4577,,"""""","Education, training and learning>Financial resources invested in education",CSLP,PCPE,"This dataset provides recipient-level longitudinal information by loan year (August 1 to July 31) for the period of 2003-2004 to 2015-2016. It provides three files which track recipients through all phases of the loan or grant lifecycle: The Needs file provides data on the loan and grant application process of each person during a loan year. The Disbursements file covers loan and grant disbursements for each person and loan The Repayment file provides data on the repayment and repayment assistance status of each person. The CSLP data can be linked to the Post-secondary Information System (PSIS) records, up to 2009. Access is granted separately to CSLP and PSIS as specified by the MRC. Researchers must request access to each separate data product. The CSLP is part of Statistics Canada’s",9/16/2021 20:06
19635,https://crdcn.ca/data/business-research-microdata/,Business Research Microdata,Microdonnées de recherche sur les entreprises,2000-2021,Longitudinal>Administrative,2000,2021,"The goal of the Business Research Microdata (BRM), developed by the Economic Analysis Division at Statistics Canada, is to provide external researchers at Research Data Centres (RDC) a set of ‘core’ firm level variables that are able to satisfy the economic questions their projects seek to answer. These include variables from the balance sheet, statements of income, employment slips, etc. of enterprises in Canada. In addition, EAD has created a number of derived variables for the BRM. These variables are based on economic theory and common usage, and helps to alleviate the burden of correct specification for external researchers. The BRM resources contain a list of variables in the BRM and a data dictionary.","L’objectif des Microdonnées de recherche sur les entreprises (MRE), élaborées par la Division de l’analyse économique (DAE) de Statistique Canada, est de fournir aux chercheurs externes des centres de données de recherche (CDR) un ensemble de variables « de base » au niveau de l’entreprise, qui permet de répondre aux questions économiques faisant l’objet de leurs projets de recherche. Il s’agit notamment de variables du bilan, de l’état des résultats, les feuillets d’emploi, etc. des entreprises au Canada. De plus, la DAE a créé un certain nombre de variables dérivées pour les MRE. Ces variables sont fondées sur la théorie économique et l’usage courant et aident à alléger le fardeau de la spécification appropriée pour les chercheurs externes. Disponible dans l'onglet ressources : une liste de variables dans les MRE ainsi qu'une dictionnaire de données.",4580,,,"Business and consumer services and culture|Business performance and ownership>Business ownership|Labour>Earnings, wages and non-wage benefits>Earnings and wages by occupation, industry or sect|Business performance and ownership>Business dynamics>Entry, exit, mergers and growth|Labour>Earnings, wages and non-wage benefits>Other content related to Earnings, wages and non-w|Labour>Other content related to Labour|Business performance and ownership>Business dynamics>Small and medium sized business|Labour>Workplace organization, innovation and performance",BRM,MRE,"The goal of the Business Research Microdata (BRM), developed by the Economic Analysis Division at Statistics Canada, is to provide external researchers at Research Data Centres (RDC) a set of ‘core’ firm level variables that are able to satisfy the economic questions their projects seek to answer. These include variables from the balance sheet, statements of income, employment slips, etc. of enterprises in Canada. In addition, EAD has created a number of derived variables for the BRM. These variables are based on economic theory and common usage, and helps to alleviate the burden of correct specification for external researchers. The BRM document provides an overview of the source files for the BRM, a user guide, a list of variables in the BRM, and detailed descriptions of each variable. The supplementary PDF file provides a condensed list of variables in the BRM.",9/16/2021 20:06
19636,https://crdcn.ca/data/survey-on-early-learning-and-child-care-arrangements/,Survey on Early Learning and Child Care Arrangements,L’Enquête sur les modes d'apprentissage et de garde des jeunes enfants,"2,019,202,020,222,020",Cross-Sectional>Repeated,2019,2023,"Statistics Canada is gathering information from families who use child care as well as those who do not. The survey, which addresses child care in Canada for children younger than 6 years old, asks about the different types of early learning and child care arrangements that families use, difficulties some families may face when looking for care, as well as reasons for not using child care. <br><br>The Survey on Early Learning and Child Care Arrangements 2019 (SELCCA) has been linked to various administrative data sources: <ul><li> 2017 T1 Family File (T1FF) <li> 2018 Canadian Child Benefit (CCB) <li> 2016 Census of Population – Short-Form <li> Longitudinal Immigration Database – 1980 to 2017 (IMDB) <li> Index of remoteness and accessibility </ul> 
The sampling unit is the person knowledgeable about the child care arrangements for a child who lives in their household and is less than 6 years of age. SELCCA can produce provincial level estimates, as well as estimates for the territories. The objective of this linkage is to examine the characteristics of children and parents using (or not using) child care. The SELCCA is augmented with income, demographic and family structure variables from T1FF file and CCB files respectively and language variables from the 2016 short form Census. The date of immigration and immigrant flag for the children, CCB recipients and their spouses who linked to the IMDB will also be added to the SELCCA.","Statistique Canada recueille des renseignements auprès des familles ayant recours à des modes de garde ainsi que de celles n'y ayant pas recours. L'enquête, qui examine les modes de garde au Canada pour les enfants de moins de six ans, porte sur les différents modes d'apprentissage et de garde des jeunes enfants auxquels ont recours les familles, les difficultés auxquelles certaines familles peuvent être confrontées lorsqu'elles cherchent des services de garde, ainsi que les raisons pour lesquelles certaines familles n'utilisent pas ces services. Les données de l’Enquête sur les modes d’apprentissage et de garde des jeunes enfants (EMAGJE) de 2019 ont été couplées à celles de diverses sources administratives : <ul>  <li>Fichier des familles T1 (FFT1) <li> Fichier de l’Allocation canadienne pour enfants (ACE); <li> Recensement de la population de 2016 – questionnaire abrégé; <li> Base de données longitudinales sur l’immigration (BDIM); <li> Indice d'éloignement et d'accessibilité. </ul>

L’unité d’échantillonnage est la personne bien informée des modes de garde de l’enfant qui vit dans le ménage et qui est âgé de moins de 6 ans. Les données de l’EMAGJE peuvent permettre de produire des estimations à l’échelle provinciale, ainsi que des estimations à l’échelle territoriale. Les données de l’EMAGJE sont complétées par les variables sur le revenu, les caractéristiques démographiques et la structure familiale du FFT1 et des fichiers de l’ACE respectivement, et par les variables linguistiques du questionnaire abrégé du Recensement de 2016. La date d’immigration et l’indicateur d’immigrant pour les enfants, les bénéficiaires de l’ACE et leur conjoint ou conjointe pour lesquels il y a un couplage aux données de la BDIM seront également ajoutés aux données de l’EMAGJE.",4583,http://www23.statcan.gc.ca/imdb/p2SV.pl?Function=getInstanceList&Id=1289375,"""http://www23.statcan.gc.ca/imdb/p2SV_f.pl?Function=getInstanceList&Id=1289375""",Children and youth>Child care,SELCCA,EMAGJE,"Statistics Canada is gathering information from families who use child care as well as those who do not. The survey, which addresses child care in Canada for children younger than 6 years old, asks about the different types of early learning and child care arrangements that families use, difficulties some families may face when looking for care, as well as reasons for not using child care. This survey is part of the Government of Canada's investment in early learning and child care. Information will be used to provide a current snapshot of the use of child care and of barriers to child care access. The results of this survey can be used to inform research, policies and programs aimed at improving the accessibility and affordability of high-quality early learning and child care in Canada. The Survey on Early Learning and Child Care Arrangements (SELCCA) - 2019 has been linked to various administrative sources: · 2017 T1 Family File (T1FF) · 2018 Canadian Child Benefit (CCB) · 2016 Census of Population – Short-Form · Longitudinal Immigration Database – 1980 to 2017 (IMDB) The Survey on Early Learning and Child Care Arrangements (SELCCA) is part of the Government of Canada's investment in early learning and child care. Information will be used to provide a current snapshot of the use of child care and of barriers to child care access. The sampling unit is the person knowledgeable about the child care arrangements for a child who lives in their household and is less than 6 years of age. SELCCA can produce provincial level estimates, as well as estimates for the territories. The objective of this linkage is to examine the characteristics of children and parents using (or not using) child care. The SELCCA is augmented with income, demographic and family structure variables from T1FF file and CCB files respectively and language variables from the 2016 short form Census. The date of immigration and immigrant flag for the children, CCB recipients and their spouses who linked to the IMDB will also be added to the SELCCA.",9/16/2021 20:06
19637,https://crdcn.ca/data/longitudinal-worker-file/,Longitudinal Worker File,Fichier de données longitudinales sur la main-d’œuvre,"1,991,199,219,931,990,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",Longitudinal>Administrative,1991,2006,"The Longitudinal Worker File (LWF) is an administrative database designed to provide information on employment dynamics in Canada. From the linked administrative tax data sources, information on workers’ demographic characteristics, the jobs they hold, the business enterprises in which they work, and the earnings they receive can be identified. This structure, coupled with information that allows workers’ movements from employer to employer be identified, makes the LWF particularly well-suited to studying a variety of issues (e.g., labour turnover and mobility, earnings dynamics, and transitions to retirement). The LWF-RDC file is a version of the LWF 100% file that can be accessed by researchers at the Research Data Centres (RDCs). This LWF-RDC version 1.0 covers tax years between 1991 and 2016 with the following key features:  A 10% file extracted from the LWF 100% file. A generic firm ID is created to identify the same firm that individuals are associated with so that individual job mobility can be tracked but information cannot be aggregated at the firm-level. Industry information associated with each job record will be provided at aggregate level (2-digit NAICS level from 1991 onwards).","Le FDLMO est une base de données administratives qui fournit de l’information sur la dynamique de l’emploi au Canada. À partir de sources de données fiscales administratives couplées, des renseignements sont obtenus sur les caractéristiques démographiques des travailleurs, les emplois qu’ils occupent, les entreprises pour lesquelles ils travaillent et les gains qu’ils reçoivent. Grâce à cette structure, associée à de l’information qui permet de repérer les mouvements des travailleurs d’un employeur à un autre, le FDLMO est particulièrement bien adapté à l’étude de diverses questions (par exemple la mobilité et le roulement de la main-d’œuvre, la dynamique de la rémunération et les transitions menant à la retraite).Le FDLMO-CDR est une version du FDLMO intégral qui est accessible aux chercheurs des centres de données de recherche (CDR). Cette version 1.0 du FDLMO-CDR traite des années d’imposition allant de 1991 à 2016 et présente les caractéristiques principales suivantes : Un fichier de 10 % extrait du FDLMO intégral. Un identificateur générique des entreprises est créé pour identifier la même entreprise à laquelle sont associées des personnes afin de suivre la mobilité professionnelle individuelle. Cependant, les données ne peuvent pas être agrégées au niveau de l’entreprise. L’information sur l’industrie associée à chaque enregistrement d’emploi sera fournie au niveau de l’agrégation (niveau du code du Système de classification des industries de l’Amérique du Nord [SCIAN] à deux chiffres à partir de 1991).",4584,,"""""","Income, pensions, spending and wealth",LWF,FDLMO,"The Longitudinal Worker File (LWF) is an administrative database designed to provide information on employment dynamics in Canada. From the linked administrative tax data sources, information on workers’ demographic characteristics, the jobs they hold, the business enterprises in which they work, and the earnings they receive can be identified. This structure, coupled with information that allows workers’ movements from employer to employer be identified, makes the LWF particularly well-suited to studying a variety of issues (e.g., labour turnover and mobility, earnings dynamics, and transitions to retirement). The LWF-RDC file is a version of the LWF 100% file that can be accessed by researchers at the Research Data Centres (RDCs). This LWF-RDC version 1.0 covers tax years between 1991 and 2016 with the following key features:  A 10% file extracted from the LWF 100% file. A generic firm ID is created to identify the same firm that individuals are associated with so that individual job mobility can be tracked but information cannot be aggregated at the firm-level. Industry information associated with each job record will be provided at aggregate level (2-digit NAICS level from 1991 onwards).",9/16/2021 20:06
19638,https://crdcn.ca/data/canada-disability-savings-program/,Canada Disability Savings Program,Les données sur le Programme canadien pour l’épargne-invalidité,"20,082,009,201,020,100,000,000,000,000,000,000,000,000,000",Longitudinal>Administrative,2008,2018,"Statistics Canada and Employment and Social Development Canada (ESDC) are pleased to announce the availability of microdata from the Canada Disability Savings Program (CDSP) administrative records on CDSP beneficiaries. The CDSP contains information on all beneficiaries and holders of Registered Disability Saving Plans (RDSPs) from 2008 to 2018. A RDSP helps save for the long-term financial security of a person with a disability. Each record is specific to the beneficiary, contract and year. The microdata includes information on: Disability Assistance Payment (DAP) or Lifetime Disability Assistance Payment (LDAP) which are payments made from a RDSP to the beneficiary or his/her estate. DAPs are single lump sum amounts. LDAPs are payments which, once started, are payable at least annually until the beneficiary's death or the plan is terminated.","Statistique Canada et Emploi et Développement social Canada (EDSC) ont le plaisir d’annoncer que les microdonnées tirées des dossiers administratifs des bénéficiaires du PCEI sont accessibles.Les dossiers administratifs du PCEI contiennent des renseignements sur tous les bénéficiaires et titulaires de régimes enregistrés d’épargne-invalidité (REEI) de 2008 à 2018. Un REEI aide les personnes handicapées à épargner pour assurer leur sécurité financière à long terme. Chaque enregistrement est spécifique au bénéficiaire, au contrat et à l’année. Les microdonnées contiennent des renseignements sur : les contributions que paie le titulaire ou le bénéficiaire dans un REEI; les subventions, qui sont un incitatif versé par le gouvernement du Canada dans un REEI, qui s’ajoutent aux cotisations du titulaire ou du bénéficiaire ; les bons, qui sont versés dans le REEI d’un bénéficiaire jugé admissible et dont le revenu familial est inférieur à un seuil établi ; les paiements d’aide à l’invalidité (PAI) ou les paiements viagers pour invalidité (PVI), qui sont des sommes retirées d’un REEI et versées au bénéficiaire ou à ses héritiers. Les PAI sont des montants forfaitaires uniques. Les PVI sont des versements qui, une fois commencés, sont payables au moins une fois par an jusqu’au décès du bénéficiaire ou jusqu’à la cessation du régime.",4585,,"""""",Health>Disability,CDSP,PCEI,"Statistics Canada and Employment and Social Development Canada (ESDC) are pleased to announce the availability of microdata from the Canada Disability Savings Program (CDSP) administrative records on CDSP beneficiaries. The CDSP contains information on all beneficiaries and holders of Registered Disability Saving Plans (RDSPs) from 2008 to 2018. A RDSP helps save for the long-term financial security of a person with a disability. Each record is specific to the beneficiary, contract and year. The microdata includes information on: Disability Assistance Payment (DAP) or Lifetime Disability Assistance Payment (LDAP) which are payments made from a RDSP to the beneficiary or his/her estate. DAPs are single lump sum amounts. LDAPs are payments which, once started, are payable at least annually until the beneficiary's death or the plan is terminated.",9/16/2021 20:06
19639,https://crdcn.ca/data/vital-statistics-stillbirth-database/,Vital Statistics - Stillbirth Database,Statistique de l'état civil - Base de données sur les mortinaissances,1991-2020,Longitudinal>Administrative,1998,2020,This is an administrative survey that collects demographic information annually from all provincial and territorial vital statistics registries on all stillbirths (fetal deaths) in Canada. ,Il s'agit d'une enquête administrative conçue pour recueillir annuellement auprès de tous les bureaux provinciaux et territoriaux de l'état civil des renseignements démographiques sur toutes les mortinaissances (morts foetales) survenues au Canada. ,4586,http://www23.statcan.gc.ca/imdb/p2SV.pl?Function=getInstanceList&Id=1181461,http://www23.statcan.gc.ca/imdb/p2SV_f.pl?Function=getInstanceList&Id=1181461,Health|Population and demography,CVSS,BCDECM,"This is an administrative survey that collects demographic information annually from all provincial and territorial vital statistics registries on all stillbirths (fetal deaths) in Canada. 2017 birth and stillbirth data for Yukon are not available. Due to improvements in methodology and timeliness, the duration of data collection has been shortened compared to previous years. As a result, there may have been fewer births and stillbirths captured by the time of the release. The 2017 data are therefore considered preliminary.",9/16/2021 20:06
19640,https://crdcn.ca/data/study-on-international-money-transfers/,Study on International Money Transfers,Étude sur les transferts de fonds internationaux,2018,Cross-Sectional>Single,2018,2018,"The objective of this study is to collect information about international money transfers, from residents of Canada to their relatives or friends living outside Canada.

This study explores topics such as the various ways to send money, reasons for choosing one method over another, and the different uses of the money, as well as amounts transferred, fees and frequency of transferring money.

The results of this study will be used by Global Affairs Canada to help guide policies and programs with the goal of lowering the costs to send money outside Canada, and allow for safer, more reliable money transfers.","L'objectif de cette étude est de recueillir des renseignements sur les transferts de fonds internationaux des résidents du Canada à des membres de la famille ou à des amis habitant à l'extérieur du Canada. L'étude porte sur un éventail de sujets, dont les différents modes de transfert de fonds, les raisons de choisir un mode plutôt qu'un autre, le montant des fonds transférés, les différentes utilisations prévues des fonds, les frais associés aux transferts, et la fréquence des transferts. Les résultats de cette étude seront utilisés par Affaires mondiales Canada pour lui permettre d'orienter les politiques et les programmes en vue de réduire le coût des transferts de fonds à l'étranger, et d'accroître la sécurité et la fiabilité des modes de transfert.",4587,http://www23.statcan.gc.ca/imdb/p2SV.pl?Function=getSurvey&SDDS=5258&dis=1#a1,"""http://www23.statcan.gc.ca/imdb/p2SV_f.pl?Function=getSurvey&SDDS=5258&dis=1#a1""","Labour>Globalization and the labour market|Income, pensions, spending and wealth>Household, family and personal income|Children and youth>Immigrant children and youth|Immigration and ethnocultural diversity>Immigrants and non-permanent residents",SIMT,ETFI,"The objective of this study is to collect information about international money transfers, from residents of Canada to their relatives or friends living outside Canada.

This study explores topics such as the various ways to send money, reasons for choosing one method over another, and the different uses of the money, as well as amounts transferred, fees and frequency of transferring money.

The results of this study will be used by Global Affairs Canada to help guide policies and programs with the goal of lowering the costs to send money outside Canada, and allow for safer, more reliable money transfers.",9/16/2021 20:06
19641,https://crdcn.ca/data/canadian-community-health-survey-linked-to-vital-statistics-discharge-abstracts-ambulatory-care-and-mental-health-records/,Canadian Community Health Survey Linked to Vital Statistics - Discharge Abstracts - Ambulatory Care and Mental Health Records,Base de données sur les décès de la Statistique de l’état civil - Base de données sur les congés des patients - Système national d’information sur les soins ambulatoires - Système d’information ontarien sur la santé mentale - Enquête sur la santé dans les collectivités canadiennes,"200,020,012,002,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",Longitudinal>Integrated,2000,2017,"Statistics Canada and the Canadian Institute for Health Information (CIHI) are pleased to announce the release of a linked data set that brings together data from both organizations. These linked data provide information that can be used for research on associations between behavioural, socio-economic and environmental factors, health outcomes and the use of hospital services.

 

As part of its data integration activities, Statistics Canada has linked the Canadian Community Health Survey (CCHS) data from the Annual Component (2000-2017) and Focus Content Surveys (Mental Health 2002 and 2012, Nutrition 2004 and 2015, and Healthy Aging 2008/2009) with the Canadian Vital Statistics Death Database (CVSD) (2000-2017), the Discharge Abstract Database (DAD) (1999/00-2017/2018), the National Ambulatory Care Reporting System (NACRS) (2002/03-2017/18), the Ontario Mental Health Reporting System (OMHRS) (2006/07-2017/18) and historical postal codes (2000-2016). CIHI is collaborating with Statistics Canada to make the linked data available in the Research Data Centers (RDC) and to support researchers using the file.

<br><br>Please note that additional documentation is available for this survey. Please contact <u><a href=""/about/research-data-centres/"">your RDC analyst</a></u> to request this documentation.
","Statistique Canada et l’Institut canadien d’information sur la santé (ICIS) sont heureux d’annoncer la diffusion d’un ensemble de données couplées qui regroupe les données des deux organisations. Ces données couplées fournissent de l’information qui peut être utilisée à des fins de recherche portant sur l’association entre les facteurs comportementaux, socioéconomiques et environnementaux de même que les résultats en matière de santé et l’utilisation des services hospitaliers. Dans le cadre de ses activités d’intégration de données, Statistique Canada a couplé les données de l’Enquête sur la santé dans les collectivités canadiennes (ESCC) de la composante annuelle (2000-2017) et des enquêtes à contenu thématique (Santé mentale 2002 et 2012, Nutrition 2004 et 2015 et Vieillissement en santé 2008/2009) avec la Base canadienne de données sur les décès de la Statistique de l’état civil (BCDECD) (2000-2017), la Base de données sur les congés des patients (BDCP) (1999/00-2017/2018), le Système national d’information sur les soins ambulatoires (SNISA) (2002/03-2017/18), le Système d’information ontarien sur la santé mentale (SIOSM) (2006/07-2017/18) et les codes postaux historiques (2000-2016).L’ICIS collabore avec Statistique Canada pour rendre les données couplées accessibles dans les centres de données de recherche (CDR) et pour offrir un appui aux chercheurs qui utilisent le fichier.

<br><br>Notez que la documentation supplémentaire est disponible pour cette enquête. Veuillez contacter <u><a href=""/about/research-data-centres/"">votre analyste du CDR</a></u> pour demander cette documentation.",4588,,"""""",Health>Disability|Seniors and aging>Health and disability among seniors|Indigenous peoples>Health and well-being|Health>Health care services|Health>Mental health and well-being,CCHS-CVSD-DAD-NACRS-OMHRS,BCDECD-BDCP-ESCC-SNISA-SIOSM,"Statistics Canada and the Canadian Institute for Health Information (CIHI) are pleased to announce the release of a linked data set that brings together data from both organizations. These linked data provide information that can be used for research on associations between behavioural, socio-economic and environmental factors, health outcomes and the use of hospital services.

 

As part of its data integration activities, Statistics Canada has linked the Canadian Community Health Survey (CCHS) data from the Annual Component (2000-2017) and Focus Content Surveys (Mental Health 2002 and 2012, Nutrition 2004 and 2015, and Healthy Aging 2008/2009) with the Canadian Vital Statistics Death Database (CVSD) (2000-2017), the Discharge Abstract Database (DAD) (1999/00-2017/2018), the National Ambulatory Care Reporting System (NACRS) (2002/03-2017/18), the Ontario Mental Health Reporting System (OMHRS) (2006/07-2017/18) and historical postal codes (2000-2016). CIHI is collaborating with Statistics Canada to make the linked data available in the Research Data Centers (RDC) and to support researchers using the file.",9/16/2021 20:06
